0.078125,1
0.09375,2
0.171875,3
0.234375,4
0.453125,5
0.484375,6
0.53125,7
0.640625,8
0.734375,9
0.765625,10
0.78125,11
0.8125,12
0.84375,13
0.90625,14
0.921875,15
0.96875,16
1,17
