0.0530973,1
0.212389,2
0.230089,3
0.238938,4
0.256637,5
0.292035,6
0.380531,7
0.40708,8
0.415929,9
0.442478,10
0.451327,11
0.460177,12
0.522124,13
0.539823,14
0.557522,15
0.575221,16
0.628319,17
0.681416,18
0.707965,19
0.734513,20
0.743363,21
0.769912,22
0.778761,23
0.849558,24
0.858407,25
0.867257,26
0.876106,27
0.955752,28
0.99115,29
